nom_site,adresse,cp,idpw,nombre_de_borne_wifi,etat,latitude,longitude
BIBLIOTHEQUE PLACE DES FETES,18 RUE JANSSEN,75019,PW0008,3,Opérationnel,48.87936484092136,2.3976375837086765
MAIRIE DU 19 EME,5 PLACE ARMAND CARREL,75019,PW0017,1,Opérationnel,48.88279457828254,2.381917974125572
SQUARE CLAUDE BERNARD,176 BOULEVARD MACDONALD,75019,PW0209,1,Opérationnel,48.898295887695575,2.3815835281554016
CENTRE SPORTIF DES LILAS,5 RUE DES LILAS,75019,PW0081,1,Opérationnel,48.8779068008442,2.3954212669475536
CAPLA PLACE DES FETES,PLACE DES FETES,75019,PW0242,1,Opérationnel,48.876807032279444,2.3938045772650307
SQUARE MARCEL MOULOUDJI,2 RUE PIERRE REVERDY,75019,PW0167,1,Opérationnel,48.88527540480053,2.376354191052254
CENTRE SPORTIF JULES LADOUMEGUE,37 ROUTE DES PETITS PONTS,75019,PW0083,1,Opérationnel,48.893005176977596,2.3977875069644603
BIBLIOTHEQUE FESSART,6 RUE FESSART,75019,PW0005,1,Opérationnel,48.876268783142606,2.3881842280763705
EPI FLANDRE,114 AVENUE DE FLANDRE,75019,PW0234,1,Opérationnel,48.8919537187792,2.3789180285666114
BIBLIOTHEQUE HERGE,2 RUE DU DEPARTEMENT,75019,PW0139,1,Opérationnel,48.88501362640926,2.3672350140828184
PREFOURRIERE PANTIN,15 RUE DE LA MARSEILLAISE,75019,PW0231,1,Opérationnel,48.888616518294896,2.398020912550891
PARC DES BUTTES CHAUMONT - FESSARD,3 RUE BOTZARIS,75019,PW0159-2,3,Opérationnel,48.8779490325857,2.381090100033082
BIBLIOTHEQUE CRIMEE,42-44 RUE PETIT,75019,PW0004,1,Opérationnel,48.8848820163643,2.383050187514214
BASE NAUTIQUE DE LA VILLETTE,41 QUAI DE LA LOIRE,75019,PW0078,1,Opérationnel,48.88752363166016,2.378891594800032
BIBLIOTHEQUE SORBIER,17 RUE SORBIER,75020,PW0129,2,Opérationnel,48.865961582375775,2.3928519745691124
MAIRIE DU 20 EME,6 PLACE GAMBETTA,75020,PW0018,4,Opérationnel,48.865091139066706,2.3989977002640397
PARC DE BELLEVILLE - 1,45 RUE DES COURONNES,75020,PW0057,1,Opérationnel,48.87059046386752,2.384237750061386
CENTRE SPORTIF PYRENEES,296 RUE DES PYRENEES,75020,PW0072,1,Opérationnel,48.871953372804484,2.392302500371265
CENTRE SPORTIF ALFRED NAKACHE,4/12 RUE DENOYEZ,75020,PW0071,1,Opérationnel,48.87148306478329,2.3786770353452464
PARC DE BELLEVILLE (PARIS NATURE MAISON DE L'AIR),27 RUE PIAT,75020,PW0168,1,Fermé pour travaux,48.87160514880641,2.384924750509343
SQUARE BELLEVILLE,45-47 RUE DES COURONNES,75020,PW0204,1,Opérationnel,48.87030887663179,2.3848066323080355
CENTRE SPORTIF LOUIS LUMIERE,30 RUE LOUIS LUMIERE,75020,PW0105,1,Opérationnel,48.85919821308155,2.4116456845360936
GYMNASE PAUL MEURICE,1 RUE PAUL MEURICE,75020,PW0085,1,Opérationnel,48.87402650073301,2.4121376797317944
BIBLIOTHEQUE LOUISE MICHEL,29/35 RUE DES HAIES,75020,PW0130,2,Opérationnel,48.853295546389774,2.4012127882676766
BIBLIOTHEQUE ASSIA DJEBARD,1 RUE REYNALDO HAHN,75020,PW0144,6,Opérationnel,48.8492339971869,2.4120981583353163
MAISON DE LA VIE ASSOCIATIVE ET CITOYENNE 20,18 RUE RAMUS,75020,PW0187,2,Opérationnel,48.86270432644073,2.398789064219767
GYMNASE VIGNOLES EST,83-91 RUE DES HAIES,75020,PW0073,1,Opérationnel,48.85524049982196,2.4039028856049716
BIBLIOTHEQUE NAGUIB MAHFOUZ,66 RUE DES COURONNES,75020,PW0048,1,Opérationnel,48.870162555019036,2.3852198260575443
JARDIN GARE DE CHARONNE,59 BOULEVARD DAVOUT,75020,PW0055,1,Opérationnel,48.85231215220886,2.4105606441583807
BIBLIOTHEQUE OSCAR WILDE,12 RUE DU TELEGRAPHE,75020,PW0061,1,Opérationnel,48.8720261057821,2.3998162932187976
BIBLIOTHEQUE MARGUERITE DURAS,109-115 RUE DE BAGNOLET,75020,PW0045,12,Opérationnel,48.85983876871813,2.4032269985441195
PREFOURRIERE POUCHET 2,1BIS BOULEVARD DU GENERAL LECLERC CLICHY SUR SEINE,92100,PW0226,1,Opérationnel,48.899696926250854,2.3183649749146373
FOURRIERE LA COURNEUVE,92 RUE MERMOZ LA COURNEUVE,93120,,1,En étude,48.93254696974426,2.408745633623747
FOURRIERE BONNEUIL,11 RUE DES CHAMPS BONNEUIL SUR MARNE,94380,PW0245,1,Opérationnel,48.76286105418927,2.4994783918660057
